"IDs","Gender","Age","Latino","Race","Income","Marital","zip","city","state","latitude","longitude"
"CIPGZZM08LCC",1,63,TRUE,5,5,"Single","45209","Cincinnati","OH",39.15406,-84.43086
"CIPG1FNI1RJQ",2,51,FALSE,5,3,"Single","73654","Leedey","OK",35.837115,-99.36845
"CIPGUB3X47NX",2,71,FALSE,5,6,"Single",NA,NA,NA,NA,NA
"CIPG8IIUOTAZ",1,66,FALSE,5,7,"Single","46251","Indianapolis","IN",39.779492,-86.132837
"CIPGHEJKPKOC",1,41,TRUE,5,4,"Married","03809","Alton","NH",43.478364,-71.22377
"CIPG6IJZ0NTG",1,66,FALSE,5,1,"Married","63336","Clarksville","MO",39.354092,-90.93137
"CIPGVDRNDMJH",2,61,FALSE,4,5,"Married","16142","New Wilmington","PA",41.135063,-80.33492
"CIPG88UZKT21",2,28,FALSE,4,1,"Single","55337","Burnsville","MN",44.770297,-93.27302
"CIPGETV7FGEP",2,67,FALSE,5,5,"Married","24589","Scottsburg","VA",36.759749,-78.78547
"CIPGJFEF7HH4",1,26,FALSE,3,7,"Single","04976","Skowhegan","ME",44.782568,-69.69212
"CIPGSWKQEZJG",2,44,FALSE,5,7,"Married","74949","Muse","OK",34.669198,-94.75729
"CIPGKFVDGWT6",1,51,FALSE,1,2,"Married","02322","Avon","MA",42.121932,-71.04522
"CIPGXHGGI5HU",2,41,TRUE,5,2,"Single","90255","Huntington Park","CA",33.978404,-118.21773
"CIPGSONSZG0P",2,71,FALSE,5,3,"Married","92110","San Diego","CA",32.766482,-117.20077
"CIPGY4VVK8RV",2,35,FALSE,5,5,"Married","41635","Harold","KY",37.509291,-82.63494
"CIPGXCU8A6WH",2,22,FALSE,1,4,"Single","97818","Boardman","OR",45.816575,-119.76236
"CIPGYMIMTHKR",2,26,FALSE,4,7,"Married","24006","Roanoke","VA",37.274175,-79.95786
"CIPGF2LX6R2P",1,33,TRUE,5,4,"Married","66959","Munden","KS",39.933522,-97.53242
"CIPGQ0ENLOMW",1,44,FALSE,3,5,"Single","32970","Wabasso","FL",27.750176,-80.45364
"CIPGPXLQ0GKA",1,33,FALSE,2,5,"Married","39061","Delta City","MS",33.075557,-90.84298
"CIPG6CM29OH5",1,56,FALSE,5,6,"Single","77551","Galveston","TX",29.279937,-94.82683
"CIPG8YLGZYXZ",1,56,TRUE,2,4,"Married","28805","Asheville","NC",35.599363,-82.50007
"CIPGDHJ9L5VV",2,26,FALSE,5,4,"Married","46699","South Bend","IN",41.596769,-86.292991
"CIPG2IH6WSWU",2,63,FALSE,5,5,"Single","59452","Hobson","MT",46.883052,-110.09673
"CIPGAHX91ET7",2,45,FALSE,3,4,"Married","57701","Rapid City","SD",44.085288,-103.21335
"CIPG4ZPTINPN",2,34,FALSE,5,5,"Married","21203","Baltimore","MD",39.284707,-76.620489
"CIPGHWK2YKNK",2,32,FALSE,5,6,"Married","30449","Oliver","GA",32.528104,-81.533198
"CIPG2BUDZZO3",2,38,TRUE,5,5,"Single","01133","Springfield","MA",42.170731,-72.604842
"CIPGF79Y0GM2",2,44,TRUE,5,5,"Married","76432","Blanket","TX",31.82741,-98.80286
"CIPG8OK6IHSM",1,35,FALSE,5,4,"Single","27049","Toast","NC",36.551332,-80.655786
"CIPG1CEONZWA",2,56,FALSE,5,5,"Single","05406","Burlington","VT",44.442117,-73.082525
"CIPGC5IVWWMS",1,42,FALSE,3,2,"Married","55399","Young America","MN",44.805487,-93.766524
"CIPG34WN6LVC",2,32,FALSE,5,2,"Married","85132","Florence","AZ",32.95,-111.23
"CIPGAZOW0FX7",1,35,FALSE,4,2,"Married","55990","Wykoff","MN",43.714071,-92.26493
"CIPG7HYUAWYM",2,51,FALSE,2,4,"Married","53995","Poynette","WI",43.39269,-89.404154
"CIPGZSQQF1ZW",2,52,TRUE,4,5,"Single","32718","Casselberry","FL",28.744752,-81.22328
"CIPGUVIHJTJ7",2,57,FALSE,5,7,"Single","59795","Ennis","MT",45.349274,-111.735925
"CIPGLC9N900W",2,66,FALSE,4,4,"Married","48353","Hartland","MI",42.644709,-83.71792
"CIPGP9K5R1C0",1,45,FALSE,2,4,"Single","54202","Baileys Harbor","WI",45.059668,-87.13196
"CIPG43WXMIEG",1,34,TRUE,3,4,"Married","19903","Dover","DE",39.10868,-75.448023
"CIPG8YHJZHAX",1,67,TRUE,5,2,"Married","54429","Elderon","WI",44.780171,-89.247809
"CIPGV0MMDDSB",2,23,TRUE,2,1,"Married","65674","Humansville","MO",37.793322,-93.59877
"CIPGO8GJUUB7",1,52,FALSE,5,4,"Single","66721","Lincoln","KS",37.59292,-94.729782
"CIPG35M7Y31K",1,32,FALSE,5,5,"Married","11713","Bellport","NY",40.771447,-72.94663
"CIPG99QN56S6",2,64,FALSE,2,1,"Single","12074","Galway","NY",43.068203,-74.05526
"CIPG08ON56FX",1,34,FALSE,5,4,"Single","19971","Rehoboth Beach","DE",38.711512,-75.09677
"CIPGD9YKKAOA",2,32,FALSE,5,5,"Single","72581","Tumbling Shoals","AR",35.555144,-91.99286
"CIPGOCJZFPO4",1,64,FALSE,5,2,"Married","72137","Rose Bud","AR",35.341123,-92.06141
"CIPGS9G4OG6Y",2,34,FALSE,5,5,"Single","03823","Madbury","NH",43.17,-70.93
"CIPGIWVW13ZQ",1,67,FALSE,5,7,"Single","47719","Evansville","IN",37.997128,-87.574963
"CIPGGQLMTRUI",1,28,TRUE,5,4,"Single","54107","Bonduel","WI",44.710588,-88.45159
"CIPGEVDCTX6A",2,44,TRUE,5,5,"Single","41773","Vicco","KY",37.221636,-83.05627
"CIPGASA4D74N",2,39,FALSE,5,3,"Single","28594","Emerald Isle","NC",34.667473,-77.01025
"CIPG7D2BZ0WX",1,45,FALSE,3,7,"Married","07657","Ridgefield","NJ",40.832421,-74.00399
"CIPGUAOSJ2VL",1,44,FALSE,5,6,"Single","95651","Lotus","CA",38.817357,-120.92213
"CIPGQQO1497B",1,64,FALSE,3,5,"Single","55051","Mora","MN",45.897003,-93.29452
"CIPGHM8DG7II",2,23,FALSE,2,5,"Married","20146","Ashburn","VA",39.085309,-77.645224
"CIPGEUKOH9LY",2,44,FALSE,5,4,"Single","55561","Monticello","MN",44.805487,-93.766524
"CIPGE769CQMG",1,67,FALSE,4,5,"Single","71675","Wilmar","AR",33.592313,-91.93607
"CIPGTL1BSWWO",2,57,FALSE,5,5,"Married","29058","Heath Springs","SC",34.588329,-80.70107
"CIPGQMQUZVRY",1,32,FALSE,5,1,"Single","30638","Farmington","GA",33.775001,-83.42456
"CIPGRB1A49BH",2,61,TRUE,5,2,"Married","35478","Peterson","AL",33.306606,-87.453224
"CIPG6IA6SP2Y",2,35,FALSE,5,7,"Married","97640","Summer Lake","OR",42.961806,-120.77072
"CIPG4XB5ULDI",1,57,FALSE,5,3,"Married","54891","Washburn","WI",46.69297,-90.93744
"CIPG4Y6MSL55",2,51,FALSE,3,2,"Single","11365","Fresh Meadows","NY",40.738983,-73.79209
"CIPGFQWF89Y4",1,64,FALSE,5,5,"Single","85703","Tucson","AZ",31.970131,-111.890713
"CIPGMX352D3P",1,34,TRUE,2,4,"Single","32952","Merritt Island","FL",28.350373,-80.6691
"CIPG9WULEFDH",2,63,FALSE,5,5,"Single","50641","Hazleton","IA",42.605576,-91.91229
"CIPGCNH5DPG7",1,34,FALSE,5,6,"Single","02905","Providence","RI",41.7883,-71.40431
"CIPGBTDY8601",1,66,FALSE,5,4,"Married","48120","Dearborn","MI",42.306288,-83.15863
"CIPGHPC9RS93",2,58,FALSE,3,3,"Married","32118","Daytona Beach","FL",29.210309,-81.00259
"CIPGKLW8BUBV",1,29,FALSE,5,5,"Married","78343","Bishop","TX",27.60549,-97.78572
"CIPGN1Q63VH6",1,41,FALSE,2,5,"Single","12817","Chestertown","NY",43.638919,-73.81782
"CIPGJYVP5XLQ",2,33,FALSE,5,4,"Married","97338","Dallas","OR",44.920815,-123.33432
"CIPG6SLCHS96",1,41,FALSE,2,4,"Married","55746","Hibbing","MN",47.413817,-92.94228
"CIPGBUPE94C2",1,35,FALSE,5,4,"Married","74434","Fort Gibson","OK",35.799294,-95.23355
"CIPGJAZ8EIT2",2,41,TRUE,4,5,"Married","37642","Church Hill","TN",36.534489,-82.71292
"CIPGQXXBX1VV",2,61,TRUE,2,1,"Single","04565","Sebasco Estates","ME",43.773312,-69.863461
"CIPGZRSQH10S",2,29,FALSE,5,5,"Single","95301","Atwater","CA",37.35115,-120.6056
"CIPGZRASOI7D",2,61,FALSE,5,5,"Married","76678","Prairie Hill","TX",31.652858,-96.78857
"CIPGMF834O7Q",2,23,FALSE,3,1,"Single","15417","Brownsville","PA",40.01933,-79.89869
"CIPG9JE3TOC7",2,56,FALSE,2,5,"Single","77663","Village Mills","TX",30.520625,-94.43631
"CIPGPMY0H2JU",2,35,FALSE,5,3,"Married","58346","Leeds","ND",48.286717,-99.42675
"CIPG83P0R6ZI",2,35,FALSE,3,3,"Married","65604","Ash Grove","MO",37.270684,-93.59815
"CIPGLIV4CL71",2,37,FALSE,5,4,"Married","62825","Coello","IL",37.996241,-89.06852
"CIPGLMVAKVWL",2,35,FALSE,3,4,"Single","62912","Buncombe","IL",37.477639,-89.02992
"CIPGMNPFUVVJ",2,23,FALSE,5,2,"Single","48813","Charlotte","MI",42.580076,-84.8228
"CIPGC7YC69J6",1,52,FALSE,5,4,"Single","67664","Prairie View","KS",39.823946,-99.56002
"CIPGJPUZFRDC",1,32,TRUE,4,4,"Married","27028","Mocksville","NC",35.920477,-80.57143
"CIPG3E1NXMX8",1,52,FALSE,5,4,"Married","92323","Cima","CA",35.187237,-115.39727
"CIPGG96AE1D0",1,34,TRUE,2,7,"Married","96816","Honolulu","HI",21.284,-157.79925
"CIPG3ANA5ZZ5",2,52,FALSE,5,4,"Married","36009","Brantley","AL",31.579451,-86.3188
"CIPGQ4XMK06Y",2,26,FALSE,2,5,"Married","21865","Tyaskin","MD",38.324259,-75.87793
"CIPGYMG3HBS7",1,26,TRUE,5,6,"Single","49033","Ceresco","MI",42.239592,-85.09307
"CIPGDQ9FYLTX",1,26,FALSE,5,5,"Single","95451","Kelseyville","CA",38.939725,-122.78548
"CIPGQZMGIBTX",2,67,FALSE,5,1,"Single","90020","Los Angeles","CA",34.06646,-118.30863
"CIPGL6GYNJ1E",2,63,FALSE,2,2,"Married","85305","Glendale","AZ",33.529373,-112.25225
"CIPGLAHD9AZT",1,45,TRUE,3,4,"Married","72137","Rose Bud","AR",35.341123,-92.06141
"CIPGU5XVH1BG",1,26,FALSE,5,6,"Single","73668","Texola","OK",35.219721,-99.99228
"CIPGH0EGUQWQ",1,32,FALSE,5,1,"Married","14732","Ellington","NY",42.229098,-79.11347
"CIPGXWQBZBI0",2,29,FALSE,5,1,"Married","23899","Claremont","VA",37.227291,-76.96545
"CIPGXIA3ZUMT",1,32,FALSE,3,2,"Married","85942","Woodruff","AZ",34.778649,-109.96697
"CIPG8S6749HJ",2,32,FALSE,5,3,"Single","78151","Runge","TX",28.878902,-97.71427
"CIPGMLOAY3QT",2,56,FALSE,5,3,"Married","07606","South Hackensack","NJ",40.863699,-74.04643
"CIPGCXDQWAY8",2,52,FALSE,5,5,"Single","49082","Quincy","MI",41.943472,-84.87559
"CIPGHHLYOS9A",2,56,FALSE,5,6,"Married","90742","Sunset Beach","CA",33.718167,-118.07179
"CIPGU5L19Z61",1,38,FALSE,4,5,"Married","05049","Hartland Four Corners","VT",43.592039,-72.588407
"CIPGJQ16SP3W",2,34,FALSE,5,2,"Single","59086","Wilsall","MT",46.075387,-110.57954
"CIPGHDEMUHQI",2,31,FALSE,3,2,"Single","16115","Darlington","PA",40.802863,-80.44364
"CIPG5NYBJMAU",1,71,TRUE,2,4,"Married","96028","Fall River Mills","CA",41.056097,-121.49021
"CIPGGFBQ6LQD",1,32,TRUE,5,1,"Single","49668","Mesick","MI",44.405334,-85.71981
"CIPG2LQV4C9Y",2,41,TRUE,5,5,"Married","19955","Kenton","DE",39.227313,-75.66549
"CIPGBXH5IFED",1,41,FALSE,2,6,"Single","72064","Hazen","AR",34.781079,-91.59288
"CIPGGYZNMM0B",2,32,FALSE,4,5,"Single","26276","Kerens","WV",39.019639,-79.74614
"CIPG3OWPUKP9",1,37,FALSE,5,6,"Married","17763","Ralston","PA",41.505366,-76.95432
"CIPGM6KUJ3LO",2,34,TRUE,5,4,"Single","27054","Woodleaf","NC",35.787743,-80.59377
"CIPGY9P80BYB",2,32,FALSE,5,7,"Single","32067","Orange Park","FL",29.956068,-81.815115
"CIPGWZDC0PCF",1,34,FALSE,5,1,"Single","14625","Rochester","NY",43.143663,-77.51114
"CIPGWGI4ZDEF",2,67,TRUE,5,4,"Married","55720","Cloquet","MN",46.727077,-92.48612
"CIPG8YQ7YZZJ",2,41,FALSE,2,5,"Married","12209","Albany","NY",42.640813,-73.7856
"CIPGOUNM6JCL",2,56,FALSE,5,4,"Married","66854","Hartford","KS",38.281776,-95.9686
"CIPGIDZQR5O9",1,71,FALSE,5,1,"Single","33946","Placida","FL",26.849473,-82.28661
"CIPGMA6C2FD2",2,52,FALSE,3,2,"Single","37354","Madisonville","TN",35.506259,-84.35738
"CIPGC4L4ZKU6",2,66,TRUE,5,6,"Married","64756","Jerico Springs","MO",37.621338,-94.01643
"CIPGMHI1J7T8",2,54,FALSE,5,2,"Married","04259","Monmouth","ME",44.231811,-69.99897
"CIPG43TF0HRJ",2,35,FALSE,3,6,"Single",NA,NA,NA,NA,NA
"CIPGC4M6I7QT",1,52,FALSE,5,1,"Single","18462","Starrucca","PA",41.8914,-75.43221
"CIPG0O5TM7MW",2,22,FALSE,3,4,"Single","78759","Austin","TX",30.406169,-97.75743
"CIPGCR84HU5F",2,63,TRUE,5,4,"Single","24966","Renick","WV",38.059474,-80.35569
"CIPGFYBX21U2",1,64,FALSE,4,5,"Single","85008","Phoenix","AZ",33.466393,-112.0008
"CIPGU9QW5BAJ",2,66,TRUE,3,4,"Married","88244","Hobbs","NM",32.785417,-103.433804
"CIPGLH1P8X92",1,29,FALSE,4,5,"Married","24067","Callaway","VA",37.010772,-80.08111
"CIPGD6W9N2IE",2,37,FALSE,5,3,"Married","58042","Harwood","ND",46.984696,-96.9327
"CIPGJGRSVRQM",1,23,FALSE,5,5,"Married","69347","Hay Springs","NE",42.580176,-102.65443
"CIPGWTSM6I30",2,23,FALSE,2,2,"Single","40486","Tyner","KY",37.369321,-83.85889
"CIPG19P8QGLE",1,74,FALSE,3,4,"Single","12491","West Hurley","NY",41.998199,-74.10967
"CIPG1D9D7TZW",2,67,FALSE,5,3,"Married","14224","Buffalo","NY",42.836858,-78.75557
"CIPG8C79UO00",2,37,FALSE,5,4,"Single","22488","Kinsale","VA",38.046358,-76.57924
"CIPGD0VFGXPF",1,39,FALSE,5,4,"Married","43128","Jeffersonville","OH",39.651917,-83.57236
"CIPGJXY0RVL5",2,32,FALSE,5,4,"Married","57432","Claremont","SD",45.674523,-98.01846
"CIPGIXLOW24N",1,64,TRUE,3,4,"Married","24505","Lynchburg","VA",37.400944,-79.178506
"CIPG2ETUS6MP",2,66,FALSE,4,4,"Married","03086","Wilton","NH",42.830184,-71.78177
"CIPG0MV4R14D",2,66,TRUE,3,5,"Single","01097","Woronoco","MA",42.161743,-72.845912
"CIPG1PDCMVF7",1,38,FALSE,5,2,"Married","28737","Glenwood","NC",35.738725,-82.059494
"CIPGHBCJDLB6",1,39,TRUE,5,5,"Married","33882","Winter Haven","FL",28.029402,-81.732139
"CIPG5PZXPIWR",1,71,FALSE,5,7,"Married","99320","Benton City","WA",46.263399,-119.47909
"CIPG2VM1BWHL",1,58,TRUE,2,5,"Single","79356","Post","TX",33.245276,-101.37638
"CIPG9RG6SF0D",2,52,FALSE,5,7,"Single","29233","Columbia","SC",34.091966,-80.87343
"CIPGV451QG11",2,34,FALSE,5,2,"Married","37247","Nashville","TN",36.186605,-86.785248
"CIPGMI5C1T7U",2,26,FALSE,5,4,"Married","15324","Cokeburg","PA",40.10012,-80.06363
"CIPGULV6NH5X",2,38,TRUE,2,3,"Married",NA,NA,NA,NA,NA
"CIPGOUVKD33J",2,58,TRUE,5,5,"Single","83002","Jackson","WY",43.50537,-110.786527
"CIPGGJEVWRH8",2,66,FALSE,5,6,"Single","48246","Independence","MI",42.712944,-83.348152
"CIPGR270QPPA",2,33,FALSE,4,5,"Single","52171","Waucoma","IA",43.068101,-92.05255
"CIPGRKK1EDK8",2,23,FALSE,5,7,"Single","06531","New Haven","CT",41.365709,-72.927507
"CIPGRSUY5W3M",1,44,TRUE,5,3,"Single","57201","Watertown","SD",44.916657,-97.11346
"CIPGLBYGUFL2",2,41,FALSE,3,6,"Single","28538","Hookerton","NC",35.424381,-77.58452
"CIPGL4HYIPWW",2,44,FALSE,1,1,"Married","12070","Fort Johnson","NY",42.970827,-74.24778
"CIPGWQUHPI3O",1,41,FALSE,5,6,"Single","52773","Walcott","IA",41.617234,-90.75849
"CIPGZ23UB66R",1,38,TRUE,4,5,"Married","53937","Hillpoint","WI",43.378638,-90.15726
"CIPGW7G578EP",1,44,FALSE,3,5,"Married","49080","Plainwell","MI",42.462935,-85.61256
"CIPGHPWDV47N",1,74,FALSE,3,4,"Married","77349","Huntsville","TX",30.78128,-95.59527
"CIPG54N9PHJF",1,71,FALSE,3,6,"Single","12989","Vermontville","NY",44.519178,-74.06053
"CIPGSEQD780J",2,66,TRUE,2,5,"Married","32796","Titusville","FL",28.623371,-80.84123
"CIPGETJXP52D",2,44,TRUE,2,5,"Married","47161","New Salisbury","IN",38.312878,-86.09478
"CIPGCOW8CL05",2,38,FALSE,5,5,"Married","56009","Alden","MN",43.667207,-93.55598
"CIPGK8JW86RH",1,56,TRUE,2,4,"Married","10029","New York","NY",40.791586,-73.94575
"CIPG61ACWTAK",2,66,FALSE,4,7,"Single","88044","La Mesa","NM",32.149321,-106.72283
"CIPGIJIJ6807",1,29,FALSE,3,6,"Married","15683","Scottdale","PA",40.103791,-79.59396
"CIPG28VUT777",2,26,FALSE,3,6,"Married","75119","Ennis","TX",32.331239,-96.61962
"CIPGA1PSURFD",2,52,FALSE,5,1,"Single","76542","Killeen","TX",31.027003,-97.76717
"CIPGTROO8OQY",2,54,TRUE,5,7,"Married","30627","Carlton","GA",33.994139,-82.97819
"CIPGSXF01K47",2,37,TRUE,5,7,"Single","44417","Farmdale","OH",41.428487,-80.65551
"CIPGMR4WYLSY",2,42,FALSE,1,5,"Single","84649","Oak City","UT",39.370295,-112.32369
"CIPGUDJKV9JZ",2,71,TRUE,4,5,"Single","62757","Springfield","IL",39.749457,-89.606017
"CIPGOPQGEY50",2,32,FALSE,5,4,"Single","46951","Macy","IN",40.952117,-86.1172
"CIPGHRT12EA5",1,32,FALSE,5,4,"Single","64481","Ridgeway","MO",40.358817,-93.90776
"CIPG7SP4MGKY",2,45,FALSE,5,5,"Married","25545","Ona","WV",38.44068,-82.22311
"CIPG48P5CHOI",1,58,FALSE,5,5,"Single","89158","Las Vegas","NV",35.927901,-114.972061
"CIPG8U48GDM3",2,44,FALSE,5,5,"Married","15676","Pleasant Unity","PA",40.243195,-79.45737
"CIPG7FEL4IT4",2,34,FALSE,5,6,"Married","96705","Eleele","HI",21.910767,-159.58222
"CIPGVMZ6UVQF",1,44,FALSE,5,1,"Married","77401","Bellaire","TX",29.70403,-95.46099
"CIPGIPYMJ50N",1,41,FALSE,5,3,"Married","97221","Portland","OR",45.49759,-122.72945
"CIPGB2TILKFJ",1,52,FALSE,5,7,"Single","13304","Barneveld","NY",43.242724,-75.1659
"CIPGNXR2NOZ1",2,66,FALSE,2,5,"Single","77292","Houston","TX",29.744341,-95.332598
"CIPGF0FYBIV5",1,39,FALSE,4,5,"Single","55394","Young America","MN",44.805487,-93.766524
"CIPGHT1VJEQ2",1,44,FALSE,5,2,"Married","72086","Lonoke","AR",34.7964,-91.90949
"CIPGD4R10PLX",2,61,TRUE,4,1,"Single","29074","Liberty Hill","SC",34.450789,-80.79844
"CIPG8UKYIYJ4",1,61,FALSE,5,2,"Single","32185","Putnam Hall","FL",29.740034,-81.95858
"CIPG35GK1JGQ",2,66,FALSE,5,1,"Single","93552","Palmdale","CA",34.561207,-118.0375
"CIPGZY8Z5Z7A",2,32,TRUE,5,2,"Single","60171","River Grove","IL",41.92583,-87.84013
"CIPGEMELZ8QG",2,35,FALSE,3,5,"Single","61936","La Place","IL",39.800512,-88.71835
"CIPGSBWCN8YG",2,52,FALSE,3,4,"Married","74044","Mannford","OK",36.111943,-96.37159
"CIPGCPB8KZXR",2,54,FALSE,5,2,"Single","60601","Chicago","IL",41.886456,-87.62325
"CIPGFJAZ31WK",2,51,FALSE,5,4,"Married","11791","Syosset","NY",40.815215,-73.50057
"CIPGZQ1T6W3D",2,35,FALSE,5,2,"Married","24801","Welch","WV",37.424498,-81.57835
"CIPGKEAXV6AV",1,23,FALSE,3,4,"Married","98833","Mazama","WA",48.634796,-120.47681
"CIPGFM7NG8YX",1,71,FALSE,5,2,"Married","13492","Whitesboro","NY",43.11627,-75.31182
"CIPGI08E3TPH",2,32,FALSE,5,5,"Single","44040","Gates Mills","OH",41.532584,-81.41052
"CIPG15J4EFZU",1,32,FALSE,5,5,"Single","92423","San Bernardino","CA",34.839964,-115.967051
"CIPG1H5F9QB3",2,57,FALSE,5,4,"Single","49723","Cross Village","MI",45.625353,-85.041872
"CIPGA57V6XOB",1,26,FALSE,5,7,"Single","73173","Oklahoma City","OK",35.355645,-97.64479
"CIPGLRYWZ5M3",1,39,FALSE,5,4,"Single","53153","North Prairie","WI",42.935259,-88.40501
"CIPGM94XZM2L",2,63,TRUE,2,4,"Single","28559","Fairplains","NC",36.214395,-81.165972
"CIPGAUYF4RMV",2,35,FALSE,5,4,"Married","26818","Fisher","WV",39.068317,-79.01717
"CIPGD4OORS62",2,44,FALSE,4,7,"Single","08562","Wrightstown","NJ",40.062215,-74.58893
"CIPG3O76S3DZ",1,22,FALSE,2,6,"Married","23422","Pungoteague","VA",37.616183,-75.791519
"CIPGJ6ZB1LDF",2,66,FALSE,5,7,"Married","82633","Douglas","WY",42.935874,-105.37303
"CIPGP3227M91",1,32,FALSE,5,3,"Married","05463","Isle La Motte","VT",44.866344,-73.33081
"CIPGL24ZZF1S",2,29,FALSE,5,5,"Single","27936","Frisco","NC",35.24554,-75.618
"CIPGMLE4547U",2,38,TRUE,5,5,"Married","40209","Louisville","KY",38.19187,-85.75298
"CIPGTH67Z81G",2,35,TRUE,2,1,"Married","80995","Colorado Springs","CO",38.82469,-104.562027
"CIPGRZD9TV0J",1,45,FALSE,5,5,"Single","35745","Estillfork","AL",34.929269,-86.20726
"CIPGS5P9Y3Z1",1,26,TRUE,2,5,"Single","77865","Marquez","TX",31.222211,-96.24043
"CIPGTUDDZGV1",2,67,FALSE,5,5,"Single","64116","Kansas City","MO",39.14912,-94.57314
"CIPGJWBQ4JNC",1,63,FALSE,5,7,"Single","91188","Pasadena","CA",33.786594,-118.298662
"CIPG4PY3OA3D",2,35,TRUE,3,4,"Single","90066","Los Angeles","CA",34.002011,-118.43083
"CIPG3BJMORMM",2,52,TRUE,4,3,"Married","55361","Minnetonka Beach","MN",44.940212,-93.592735
"CIPG53W9JQGM",2,22,FALSE,2,4,"Married","17261","South Mountain","PA",39.833095,-77.488633
"CIPGUBILLULA",2,38,FALSE,5,7,"Single","78658","Ottine","TX",29.592212,-97.58922
"CIPGQVYZQG8X",2,52,TRUE,5,5,"Married","65062","Mount Sterling","MO",38.493511,-91.65954
"CIPG9UIAQ9V7",2,38,FALSE,5,4,"Married","14260","Buffalo","NY",42.768413,-78.887094
"CIPGIKG0VNN3",2,33,FALSE,5,5,"Single","17082","Port Royal","PA",40.508563,-77.42137
"CIPG3TRB7326",1,39,FALSE,3,4,"Single","38574","Monterey","TN",36.133983,-85.23805
"CIPG7JM4DZS3",2,32,FALSE,5,3,"Single","91768","Pomona","CA",34.06521,-117.77932
"CIPG76RT2ASQ",2,26,FALSE,5,7,"Single","05452","Essex Junction","VT",44.501991,-73.09376
"CIPGQMSMFUFP",1,32,FALSE,5,4,"Married","64040","Holden","MO",38.712465,-93.9882
"CIPG3IXVBX6X",2,52,FALSE,4,5,"Single","30442","Millen","GA",32.802448,-81.98381
"CIPGLJAW6P59",2,45,FALSE,5,5,"Married","13682","Rodman","NY",43.842808,-75.90347
"CIPG7JZ7XFH8",1,52,FALSE,5,4,"Married",NA,NA,NA,NA,NA
"CIPG9P80RVWO",1,29,TRUE,5,5,"Married","46769","Linn Grove","IN",40.74532,-84.937926
"CIPGA9TYVQVS",1,52,FALSE,5,2,"Married","59601","Helena","MT",46.588803,-112.04193
"CIPGJULSFTTR",1,32,FALSE,5,5,"Married","29388","Woodruff","SC",34.758703,-82.0483
"CIPGU54P01TB",2,66,FALSE,5,5,"Single","57384","Wolsey","SD",44.414842,-98.47279
"CIPG5BWUWQJY",1,52,TRUE,5,4,"Married","20181","Nokesville","VA",38.69835,-77.57365
"CIPGVI97Q8S3",1,44,FALSE,5,4,"Married","97123","Hillsboro","OR",45.491024,-122.95745
"CIPGHCG29CJ0",2,32,FALSE,3,6,"Married","81320","Cahone","CO",37.696224,-108.78271
"CIPGLSATTIAY",1,71,FALSE,5,3,"Married","76058","Joshua","TX",32.461964,-97.40774
"CIPGE16N48F0",1,74,TRUE,3,3,"Single","33446","Delray Beach","FL",26.452473,-80.16509
"CIPG5DC86YSF",1,23,FALSE,5,2,"Single","56149","Lake Benton","MN",44.268332,-96.30822
"CIPGEKW2SHXQ",1,66,FALSE,5,5,"Single",NA,NA,NA,NA,NA
"CIPGJPMT5162",1,39,FALSE,5,5,"Married","18372","Tannersville","PA",41.048423,-75.31865
"CIPGU9R67VSA",1,39,FALSE,3,7,"Married","59057","Molt","MT",45.846359,-108.95391
"CIPG3AIYZSYD",1,61,FALSE,5,5,"Single","03222","Bristol","NH",43.615799,-71.75006
"CIPGHGWE08EG",1,23,FALSE,5,4,"Married","66714","Benedict","KS",37.628076,-95.73245
"CIPGS35DJNJB",2,32,TRUE,5,1,"Married","30316","Atlanta","GA",33.729506,-84.34087
"CIPG9L2O4K1L",2,23,FALSE,5,5,"Married","76356","Terral","OK",33.897998,-97.936166
"CIPGIYWQTL0R",1,35,FALSE,5,5,"Married","98585","Silver Creek","WA",46.528282,-122.57616
"CIPGEXM2J62Y",2,45,TRUE,5,4,"Married","95340","Merced","CA",37.294648,-120.47474
"CIPGA2HXLR1K",2,54,FALSE,3,3,"Single","32350","Pinetta","FL",30.594145,-83.32545
"CIPGGXLJEZJJ",2,23,FALSE,5,5,"Single","60948","Loda","IL",40.526477,-88.0821
"CIPGBK5NAJSR",2,39,FALSE,5,5,"Single","44278","Tallmadge","OH",41.093156,-81.42692
"CIPG6IU8TZQT",2,34,FALSE,5,4,"Single","75146","Lancaster","TX",32.590063,-96.75892
"CIPG3FTMKRCJ",1,61,FALSE,5,6,"Single","83705","Boise","ID",43.583139,-116.2252
"CIPGEGE62XYB",1,52,FALSE,3,4,"Married","77291","Houston","TX",29.83399,-95.434241
"CIPGVOWG7BG2",1,66,FALSE,4,7,"Married","84750","Marysvale","UT",38.439428,-112.2208
"CIPGB715NWFK",2,26,FALSE,5,5,"Single","58787","Tolley","ND",48.76715,-101.81935
"CIPGGK09FDDW",2,67,FALSE,4,5,"Single","28657","Newland","NC",36.049348,-81.94286
"CIPGVJZOSB39",2,54,TRUE,5,6,"Married","73107","Oklahoma City","OK",35.484558,-97.57336
"CIPG7GZK87C9",2,22,FALSE,2,7,"Single","24715","Bramwell","WV",37.335297,-81.31112
"CIPGP1P3I1JH",2,66,FALSE,5,1,"Married","24325","Dugspur","VA",36.801489,-80.60492
